"t_IDs" "AKN" "ALPHAT" "ALD" "ALMAVE" "AGREF" "AGRE1" "AGRE2" "RAUTEFR" "RQLCR" "RAUTEFS" "RQICRMIN" "RQICRMAX" "TFVL" "TFVI" "TFVR" "TFVS" "RKDN" "RKDX" "TENTR" "TENTRX" "VVN" "VVX" "ALFX" "REFLCAPE" "FNEBC" "GCVTURB" "RLWINHF_ICE" "RLWINHF_LIQ" "RSWINHF_ICE" "RSWINHF_LIQ"
"SCM_1-011" 0.18717847338249 1.70534203608598 1.11496936353894 4.63556001491379 -0.158832232863759 5.51790422440196 2.87104752960149 0.00646672176094803 0.00042315730790759 0.00991582058985407 1.74438322034618e-07 5.03217463570686e-05 0.0523631091828947 0.0638587068987894 1.7207649005705 1.74388980086 4.72012529181782e-05 0.000187988478319378 6.18788589149714e-06 7.32302530820947e-05 -3.37632217753679 -33.5144524210094 0.113822045404642 7.79209703684847 3.67161732111126 8.47282872008625e-05 0.74501295283786 0.72063259081721 0.856047327320169 0.892610096134401
"SCM_1-012" 0.122511893378509 1.73642054860635 1.66492636233646 16.1860059519298 -0.289846627877365 1.65344284093784 3.20675610533605 0.00643255819082183 0.000143190618365887 0.00467464565034645 3.01076783063818e-07 7.98662282455519e-05 0.0532986269728156 0.103455278047524 4.84821271627443 3.40388654430195 5.13497332897969e-05 0.000323920395453988 7.30444959175462e-06 5.30469145360636e-05 -2.83661582051466 -32.3938872667107 0.0655094290972066 4.72551355130024 17.2387942720049 5.06437590558315e-05 0.810301052108795 0.651767213944889 0.773940334233921 0.77050765973283
"SCM_1-013" 0.225560898510087 0.97396012051225 2.53019671710208 17.6553553112783 -0.180858290742206 3.55574832624601 6.56104251316283 0.00573600302846171 0.000540488923682909 0.00519345729686669 7.73946445856013e-08 3.44985328788015e-05 0.0771036151441101 0.104964183561783 0.7827279068192 2.70538386781475 4.61502312069293e-05 0.000227838120400254 6.49812540911138e-06 7.00595495095476e-05 -2.45827638724508 -33.0641012122117 0.0550703750540114 7.16838822934435 12.327390340281 5.86483823850518e-05 0.749879950550773 0.706037306758808 0.839475470805773 0.681345368063388
"SCM_1-014" 0.222520316332004 1.44031230821468 2.46135271081585 17.7885136411525 -0.383542581959597 5.34675447517075 6.98577325373578 0.00359687406633476 0.00036737144902496 0.0048382726541115 7.63275813244543e-08 2.97687703359756e-05 0.0820049098577296 0.0998889178208487 4.66537911363908 1.53047805553682 4.23408697747625e-05 0.000249801186937528 8.85953106191009e-06 5.82906592084793e-05 -3.65451360468132 -36.5838620664435 0.062216885604267 5.28628071623482 9.52038924180282 4.44071102771908e-05 0.545770996775245 0.948313375522072 0.793098804241745 0.924136527321534
"SCM_1-015" 0.236092145803509 1.37058850214623 2.44748135333648 17.0651946641039 -0.195032514161888 3.60694498522207 4.97826193016178 0.00457219606567407 0.00071235152228099 0.00264354061755274 2.51576261053568e-07 8.49935597558777e-05 0.105688797249373 0.101038049167922 3.63345133838632 2.52998808961331 2.79405810294207e-05 0.000325491902676132 5.53164291817074e-06 9.20709100410808e-05 -3.55656763439998 -38.5373457223371 0.101965689608113 1.80795849235433 10.6291032822492 2.91651091910433e-05 0.866174338198034 0.736743718496679 0.741071571212572 0.760759666843417
"SCM_1-016" 0.239945018756809 2.13556203094971 2.21321243722535 16.0216593883 -0.051247713049928 9.68760609006664 6.33786714077772 0.00524188031890352 0.000813150394454676 0.00297315254440842 7.06445081499347e-08 2.30198359569069e-05 0.150814643875911 0.136707644996292 2.91871474638954 2.66750890728389 4.35584040626883e-05 0.000235858546982892 5.7482585276477e-06 8.82452081672615e-05 -2.18238192403689 -39.2477481189223 0.118451389035117 3.67360378387648 7.83269333636078 6.72065671684221e-05 0.728298883282114 0.742429677076095 0.949828109358205 0.679021097609851
"SCM_1-017" 0.140971273902028 1.55208183665721 1.73003518615151 16.9212723371573 -0.3561902719282 5.67223699091313 6.71620848915384 0.00399943468473502 8.66573506447021e-05 0.00583615900553802 3.08213781453743e-07 4.97618246697083e-05 0.128385326223217 0.152798693445345 3.13710968320607 3.81805027558282 2.02580496745184e-05 0.000416905806812365 6.15217894336209e-06 4.85507010087837e-05 -3.29974837987994 -45.4519124974807 0.127046715740588 4.0991562528961 8.75217939275317 7.18802431376884e-05 0.859779079882428 0.718184610328559 0.752907424349493 0.728365015939732
"SCM_1-018" 0.210815831914979 1.39437824146783 1.15513126446749 10.3047380700475 -0.229143806073225 4.05376253650368 3.24896670494539 0.00630761042345587 0.000768987430470646 0.00255265747251416 3.35790982545184e-08 5.35761124867558e-05 0.0706338042126425 0.0545922408469037 1.69978001299392 2.44004578125717 3.83138260559179e-05 0.000478253885722843 5.10801172581812e-06 5.80797971773194e-05 -3.14381383292067 -41.2778158804091 0.110200726914383 4.32929279509901 13.5768762086518 7.34609244621359e-05 0.712489184778727 0.674486412293045 0.963244047219632 0.552349149426833
"SCM_1-019" 0.220874234223428 1.35041834094445 1.2842429635115 10.7207317653345 -0.342713078385141 5.04879079539484 4.07192610540272 0.00441620690856013 0.000498393420781785 0.00486285415994236 2.81602951234278e-08 6.91686873920844e-05 0.00324560307564679 0.162867708145008 4.64478128555813 3.51466124668446 4.12796229817905e-05 0.000316079947939391 4.35291183613241e-06 0.00010469327390932 -3.24954253732227 -31.5386346680461 0.103941470752175 6.68766073341947 6.78806599387899 6.04881100140512e-05 0.729551663390594 0.666080750688755 0.933773326511728 0.633441623266554
"SCM_1-020" 0.170554447210503 1.2995026461489 0.976376940308061 17.1928524937714 -0.142878250574095 4.070943947734 2.72255412933106 0.00693232063794276 0.000372096413774455 0.0046202374941064 1.18635150658721e-07 5.29977821121924e-05 0.12233191976216 0.102716916952854 4.36407942362766 3.09352072077322 2.71870876452886e-05 0.000303370046649408 3.80679235087087e-06 0.000110532692445558 -3.02228927557046 -40.1944734479572 0.14289833488202 3.51127537610785 3.80201992727816 7.7713886169577e-05 0.877473055496812 0.521442724840017 0.849762057780754 0.862223659455388
"SCM_1-021" 0.185322248251643 1.96562207082364 1.38346949155675 14.7297536562895 -0.21595206158276 5.75667523245793 8.12017832730586 0.00151935059201089 0.000804868764905453 0.00561675650256919 6.97922054949846e-08 3.16032346759806e-05 0.0758572553502054 0.135943026070842 3.91484608629897 3.85906162789053 2.73139764071442e-05 0.000243712233356386 4.9484721203583e-06 6.74350988842081e-05 -4.00463180246142 -29.6300682648046 0.0850978557331099 3.11439908860267 12.6296028836475 9.92460209169425e-05 0.668747976057542 0.65897873347858 0.776301215047327 0.853649671307455
"SCM_1-022" 0.219450702268615 1.60255559643265 1.07013936769023 23.7126278196229 -0.346136747011146 7.61918615115186 4.39052458520358 0.0067064171480077 0.000551211971993636 0.00196079923309619 1.56261290167979e-07 4.71146495730422e-05 0.0932058975723394 0.158816415348206 4.49884508225446 2.38934220510178 3.80562235438265e-05 0.000360047608565663 4.03952898460751e-06 4.95799622366438e-05 -3.98680815287245 -38.2013652039653 0.119952620389413 3.54566960762596 7.22745111567589 7.17578305303818e-05 0.785863542744191 0.909996433267758 0.660302197387985 0.807366198371941
"SCM_1-023" 0.134845097829914 1.28373901530285 1.12478593116199 14.2724380551372 -0.385680803425664 5.31641434199022 2.09781077235627 0.000594700022390656 0.000673586539632059 0.00720115876830067 5.04133076528171e-07 8.6888398966589e-05 0.144784349416861 0.0188172958176366 3.38857140533696 2.83724707767344 3.27073527292814e-05 0.000398985374968406 5.92534711174667e-06 4.89639681545785e-05 -3.39564898283531 -42.2712497758136 0.0578861768564054 4.0687220784508 11.9605473794819 6.40843652839773e-05 0.763261881033347 0.760108349523895 0.685415152535231 0.693737103536647
"SCM_1-024" 0.15729852059541 1.18379542120189 1.26372461202166 7.05808449075557 -0.14814113889415 1.37269045296125 8.88627833601398 0.00543652035219013 0.000766873317073216 0.00871929533857115 8.75576038837398e-08 5.94186294720741e-05 0.137776242097202 0.107300040777386 3.15689926105559 4.77784136188574 5.64855331268627e-05 0.000345664764328363 7.13219831839825e-06 3.49326739128213e-05 -2.70633976053447 -38.4437461462221 0.130167042531197 8.44165948964236 10.947707033623 5.62434683077503e-05 0.90768974723372 0.788042741952619 0.738822257160597 0.716206678429929
"SCM_1-025" 0.142648740881355 1.51234910260731 2.0972635586649 8.10869057304226 -0.224078267167346 8.07705813543095 5.75902925465101 0.00770778508523673 0.000785597279824588 0.00739528561343051 4.63599980323137e-08 6.10617568110931e-05 0.049217790754075 0.0937933457860382 3.48626495113721 1.15958173921316 3.76004516515881e-05 0.000252030716252079 5.82306221087153e-06 9.35485012718942e-05 -3.91317388627989 -36.2976464650322 0.0524151059069205 5.73628895250925 7.29575474727899 3.08052328994498e-05 0.687495736678829 0.870209090270801 0.675730814503816 0.637530049444176
"SCM_1-026" 0.198788077223394 0.893344358816588 2.04943487684165 15.3585792504251 -0.421332982937642 2.6774686069771 4.87556739468127 0.00588913359467639 0.000774703244218952 0.00243040810158088 2.20219371478833e-07 3.73467752895512e-05 0.0826865735568611 0.0587231979812713 4.37479507411729 1.6233107203301 3.14777887923177e-05 0.000351168840015959 6.07186888385564e-06 0.000119021442604205 -3.17342014982055 -30.6749527728146 0.0736245994406364 6.81940085145381 13.0572706230606 7.99640322554624e-05 0.665245468144227 0.756585205117396 0.701037585507535 0.769708564631486
"SCM_1-027" 0.258237531906894 2.35935224377899 1.32097725318357 11.696666111704 -0.2824344437179 5.82602758066884 2.04658651119874 0.0050629366308342 0.000515430412267257 0.00291433756437541 4.02235216430243e-07 3.2947023086634e-05 0.0691721525771714 0.110776636332464 2.06878048731037 2.88973348134321 4.54654792517424e-05 0.000245227493748317 4.71328721594065e-06 8.76476073725615e-05 -1.7051424738206 -37.9455651414658 0.174792751405101 2.56952223843321 8.36070541349861 8.81821275615366e-05 0.645774513051147 0.788606548794778 0.625669827711536 0.57901769406201
"SCM_1-028" 0.161446983391776 2.63127259765364 2.13317337157011 9.57687569977716 -0.247903027173659 2.0202301038662 3.49406201386979 0.00279208414360221 0.000663494908648815 0.00638113629506202 1.68047610757268e-07 4.08082003266822e-05 0.0962511984891701 0.072462165298264 2.46633962641959 5.04709482077975 6.83255503863562e-05 0.000167049324471628 4.30928856008376e-06 9.61904807800194e-05 -2.26520609005354 -40.5082634130182 0.100884947792953 6.91013110828912 7.7014756063465 5.23784919116879e-05 0.894503035970653 0.726866732176471 0.747561244595175 0.615140473127831
"SCM_1-029" 0.204041191798355 1.58551415635544 1.78497296973558 15.264949466032 -0.129485239128225 6.83885949515582 4.62955437647179 0.00449976663124359 0.000126576322736995 0.00610604674197656 9.19254601441511e-07 6.58914969715794e-05 0.112970811161721 0.0567996321634141 2.23581172785334 2.11171882332621 5.18992938090116e-05 0.000270787632265097 5.27493367830291e-06 0.000106306126542203 -3.62584870716246 -35.648769013409 0.0777633430047582 7.77584105007739 15.4493533812774 7.4142989519774e-05 0.764999220090297 0.611928223497234 0.834043482652244 0.943710126875279
"SCM_1-030" 0.230548231656027 1.9689506517471 1.92588844336181 21.1566037417622 -0.379216939688878 8.32307409096199 1.24405478629439 0.00241769529702142 0.000567710651507718 0.00441088153484976 1.58120649908267e-08 6.0314019134078e-05 0.0466384136491913 0.17783084133847 2.84833485306753 4.02175957600089 5.21225870888215e-05 0.000298572475945639 4.39254341437171e-06 7.53292957817204e-05 -3.00849176396305 -32.3217702339365 0.141749649168978 7.21530124528442 17.3248868366083 3.24545737292618e-05 0.716432780417769 0.858744666867424 0.632880175336419 0.664485033908083
"SCM_1-031" 0.19998122359179 2.12354693671805 2.30142322936445 5.90355857070536 -0.171083748742496 6.52983039076595 6.4589752610152 0.00446638029562659 0.000711821817187864 0.00676591494251431 4.31520532528033e-08 7.38877083777838e-05 0.14643631383589 0.161861599060326 0.666135768844824 3.12033091459245 2.76001404482406e-05 0.000467685783814421 2.97761919005463e-06 9.81030162926763e-05 -1.6011900352221 -35.2083231791815 0.0380265806168007 5.86263120058427 5.05970668555237 5.22996876593446e-05 0.625704695712775 0.688796915410397 0.917421253889722 0.780766028548048
"SCM_1-032" 0.181972103163957 1.86026480384559 1.51483722082339 17.251879657316 -0.160438014812255 8.61063911631548 7.42717221880642 0.00558244851470265 0.000613947984557599 0.000784996083463387 2.29688748656266e-08 2.89923542202955e-05 0.051052501582054 0.0497553976484264 4.47968765309469 5.00610298726304 4.89710651300382e-05 0.000214670414409973 9.34506826460982e-06 6.93216626278125e-05 -2.03365116879034 -32.5957161653011 0.116502694526501 7.82644782577284 8.41243267587076 4.38031161692226e-05 0.697301685081717 0.732653970715279 0.931286451082754 0.855051296980431
"SCM_1-033" 0.151299218419334 1.34961169222564 0.754832685684475 5.3787102062488 -0.12483231076117 4.91083645862527 7.23135839146562 0.00313858881618789 0.000760610537839006 0.00244766322475004 2.63875756765939e-07 3.11881551015656e-05 0.139831970594025 0.185093826411323 2.90291036744338 1.55649160634687 3.8713084312994e-05 0.000330729765528099 5.61904051605612e-06 8.48646070664283e-05 -4.02921912309403 -36.0645609245015 0.0638784328290727 6.20871237386779 11.6221771060955 2.62086392562371e-05 0.94811329968196 0.667138916608334 0.844986560505349 0.683252008129687
"SCM_1-034" 0.109934736819829 1.42535388976879 1.16074029124769 12.7986189978197 -0.23427561136897 3.34867807416401 8.35466812301117 0.00362819746238645 0.000195430836346738 0.00195595257367124 2.01484226116859e-07 3.282689483612e-05 0.0919185845878604 0.0451366380250074 4.26356533588236 1.87525679089051 3.1688067882834e-05 0.00027313210679985 5.64350625270978e-06 6.6329659165442e-05 -2.90248499699868 -44.6921234155113 0.12880715342788 8.34302262711168 11.8514441784626 7.66890682550846e-05 0.825189602334673 0.848406650049146 0.555356131486672 0.690526354356746
"SCM_1-035" 0.132128832412123 1.75135908202695 1.37277190207387 6.56037580478005 -0.328065340676772 0.48989438911279 8.02331382944249 0.00320638388808972 0.000689873351736421 0.00600178852009897 1.69397005893393e-07 5.50520112166065e-05 0.0685686158347658 0.111263161074255 1.21053576931303 1.31186532017139 3.56967733761761e-05 0.00051432073138558 5.38094780278082e-06 9.31574270483572e-05 -2.61080295129369 -32.8716675684166 0.0664173459212529 0.841433958205084 13.8981932165412 9.07492195511702e-05 0.563191829720745 0.57632465386414 0.933073102376269 0.755569688254036
"SCM_1-036" 0.141501217650017 0.807108922151383 1.89685001358545 22.3830872214632 -0.302543496184897 2.16701741817718 7.57850044607961 0.00627953746602871 0.000469380482059244 0.00755202819359605 1.90030981750408e-07 6.41442021015217e-05 0.1001488535232 0.139332645683101 4.78610169494719 1.45077900692619 4.70281699116807e-05 0.000276983822998715 8.98352355223149e-06 8.26245482763508e-05 -3.51484333807603 -42.6550869025135 0.0814077159859706 5.67123294051628 2.38710868774603 5.65582233026391e-05 0.933768175758111 0.725301914023391 0.690576594324472 0.893402627500085
"SCM_1-037" 0.246781401877276 1.0497585970598 0.656012000283226 11.9614473400172 -0.099463314105159 3.20039676792609 6.90202678229349 0.00388894993264927 0.000113316099232567 0.00556708964254203 5.30921681090291e-07 3.91570682222877e-05 0.0222219281713913 0.0306789949978353 4.8663753426782 4.57705373068185 4.68727073470596e-05 0.000332209356391492 3.65271283586199e-06 8.69711866216036e-05 -1.15183618416699 -41.5627728528343 0.135025089270311 4.16582433409275 8.32114043549324 6.29764787064865e-05 0.671258174107255 0.744382505556957 0.874485753437038 0.725875596948511
"SCM_1-038" 0.207934754786454 1.66003252641531 1.49159356078987 15.8668990967795 -0.307186535076083 9.02213731479521 4.72209909853215 0.00239389210358379 0.000420084532860899 0.00669390055839205 1.32103104227174e-07 9.39940315541307e-05 0.0748333252680806 0.103912575022082 2.54335903444599 4.44617488975381 6.1325285085151e-05 0.000500406887612523 4.86841262434299e-06 0.000115250531604909 -2.95007701495662 -33.8315935405359 0.0504118772781687 2.21968559127829 8.53742635580711 6.96822080376325e-05 0.8600660104095 0.801049101150129 0.676979801144528 0.76806823855266
"SCM_1-039" 0.0893125431762232 2.07858036940064 1.39573869881763 20.8341837806394 -0.404242631136704 6.70065034911192 8.91285309956099 0.00843641702881781 0.000519376384621098 0.0078074835921727 3.25695743632842e-08 8.56242413269046e-05 0.141024849668792 0.0838573830568565 0.867776100861452 3.22698011491168 4.11142147133127e-05 0.00023684047705528 5.15900007842729e-06 7.31580805517267e-05 -4.07846726752818 -35.496348911877 0.16432243157054 3.92649795917546 12.7899001988117 5.69544418220874e-05 0.742043164677452 0.643517655769441 0.868090622784803 0.689283938473479
"SCM_1-040" 0.248157146649621 2.30145662966146 2.49083167481003 9.11611830666661 -0.447258602684255 7.75607656550128 8.17331577287987 0.00464114742767725 0.000491244111827109 0.00882226823494576 1.34546716398799e-07 3.71661264557275e-05 0.168588867811294 0.120735697582363 2.42817583175593 4.38375665128316 5.00455015799031e-05 0.000551809158696669 8.66091482238844e-06 5.5000245738239e-05 -3.5017738204139 -44.7739149374732 0.129644177112216 3.29910154448419 15.9929148579948 2.11437125885393e-05 0.788025381158804 0.898077567750588 0.566550669946785 0.714468800074731
"SCM_1-041" 0.111569620389817 0.925304933299776 2.59500613176303 2.26118065356277 -0.332203475539099 5.71363772208182 9.00453352415934 0.00560405034985199 0.000523995285014855 0.00740408677820892 4.04753370115277e-07 5.68899419750785e-05 0.0805191608546341 0.125753897389462 4.9432275410778 4.10050000028537 4.14705002130475e-05 0.000406087726658924 6.08862228695924e-06 4.48070174152963e-05 -2.48299786522053 -45.8365253405451 0.0540119650967186 7.35657211249539 17.1318666623595 4.27608668495668e-05 0.726312984339117 0.623436300115427 0.972369003508939 0.658681913383771
"SCM_1-042" 0.263330447214749 1.1023093071417 2.17334354983759 6.39325066220481 -0.163027486258924 6.95167590044439 1.86082823155448 0.00335835291736876 0.000335834664607498 0.00287093241257593 3.30714870559964e-08 5.22674025329373e-05 0.145769740441277 0.0629566388280007 3.97143408320006 3.00938429551036 2.91665528210346e-05 0.000254695043573342 2.59554976375774e-06 6.58358196245972e-05 -3.71244055634985 -42.9473359799013 0.0833209547422128 5.19271584742935 4.73217975728524 5.02662076954497e-05 0.684117407307883 0.981660600462928 0.794198729085814 0.821662393759859
"SCM_1-043" 0.26762600311356 1.86899838454944 2.16318359047873 20.4419149206253 -0.0326296375660692 8.36248396759232 5.5894969521556 0.00608914258858771 0.000736957333924171 0.00807171134587455 1.70280200290297e-08 3.76989007557665e-05 0.107221670051449 0.131026538203748 5.30952120543054 2.90686908832798 3.29498189675156e-05 0.000488881106330547 6.33836652058487e-06 0.000104124292050744 -1.78482394393844 -40.3441722593076 0.0770588335901421 4.64024406232995 6.59342213285466 7.93882384854369e-05 0.693510967786424 0.675648353537545 0.637562299269872 0.643175923004746
"SCM_1-044" 0.165516298030332 2.10202496781324 0.689292660664069 17.8624208305031 -0.0946784676443785 0.624154408446824 3.99194302717224 0.00714609840766798 0.000610953938376197 0.00572312870366499 1.39938136978231e-07 6.80597171104203e-05 0.110892595883179 0.16012560164115 1.99703981835993 1.85555799292719 4.32516011729836e-05 0.000190078656219381 5.47969367143388e-06 5.7768298475747e-05 -2.76263527580847 -30.4487879959246 0.143442679101182 3.38945701058939 12.3859743340407 6.12130803433247e-05 0.841640193317629 0.817760393345573 0.859604112484182 0.94957886537731
"SCM_1-045" 0.136014142714627 1.77756064438145 2.08782985893001 13.9762275762623 -0.123680186111441 4.74159486146333 9.5321748687032 0.0019000577820333 0.000862335475317513 0.00832372998219449 4.55004477472795e-08 4.64181974808414e-05 0.105137976556335 0.178389599809201 1.60066082865093 4.08900192981446 6.04153728288598e-05 0.000424892042404599 2.3170235821108e-06 6.30305320121348e-05 -2.34941959422082 -26.9321131691104 0.146810960872914 7.43330964687079 12.8317243112562 6.4532827601349e-05 0.693329471122318 0.640625878675686 0.542824737440484 0.813352544324395
"SCM_1-046" 0.172376141795128 1.64794652117028 0.96065631165014 13.1536642423598 -0.391437742126524 5.66245355492768 7.08774451225375 0.00962774588423121 0.000620346479830837 0.00514764120231732 6.37472012113727e-08 4.47824676204007e-05 0.170567152046746 0.0261765402615653 3.06727291056366 4.69210673330973 2.94030038579833e-05 0.000426026205821491 7.15216591265674e-06 5.99300962819951e-05 -3.04519574716066 -37.8905098891701 0.023851579249821 2.93719806721931 9.98124240458322 6.56116455343319e-05 0.990773713948826 0.796654389245668 0.588726910417511 0.595217983077358
"SCM_1-047" 0.136282895013147 1.27276999864262 2.18060366272305 20.311176906107 -0.292737777248863 7.12607060015046 4.75951705113209 0.00820467330476696 0.000677721221232593 0.0069693274296207 2.53447498361032e-08 5.81024949552918e-05 0.0990250064803738 0.1375079311292 4.97492081200122 0.234722676467538 2.11970660999417e-05 0.00036715039431521 6.6890933054251e-06 5.46121341119986e-05 -3.59815012817892 -37.3902079478915 0.0923092059846502 8.25589846903738 18.554429013251 6.74894175224006e-05 0.776500546278354 0.622747837154505 0.825316103900162 0.826872599799341
"SCM_1-048" 0.179599406310606 1.79101608381801 2.93397239468759 10.6681105054915 -0.37618720171939 1.01243301678138 5.44371607684686 0.00344907858021325 0.000449798568890585 0.00679294638075594 3.18822441229797e-08 3.07075216493569e-05 0.124175798236734 0.195274917559574 4.81944065476465 0.618898925449466 3.66051961715333e-05 0.000388155271292695 6.57940767689919e-06 9.78118790726876e-05 -2.55859783451383 -29.4618537436084 0.0910279051331648 3.33271054519434 2.11120921787806 5.29922478502849e-05 0.7658931660365 0.876832300934087 0.944123486890458 0.786799730033381
"SCM_1-049" 0.096261100968703 1.36051309085063 2.72491340829486 21.0374472456519 -0.139726148825721 8.66537175903407 4.77734115091929 0.00576290241109712 0.00050703005913288 0.00712488834857126 1.45711420944441e-08 6.2127480536028e-05 0.145522013618109 0.0602370202878234 1.07291675784268 1.02746690292431 6.29429300360847e-05 0.000163783783692618 8.18116418815528e-06 6.98426985924365e-05 -1.99516637155786 -47.4051749373709 0.195743174536705 3.85382908194171 10.8681674054979 5.89496005404508e-05 0.806582596165438 0.954062329461255 0.635461171357892 0.60254090118998
