t_IDs;Y;AKN;ALPHAT;ALD;ALMAVE;AGREF;AGRE1;AGRE2;RAUTEFR;RQLCR;RAUTEFS;RQICRMIN;RQICRMAX;TFVL;TFVI;TFVR;TFVS;RKDN;RKDX;TENTR;TENTRX;VVN;VVX;ALFX;REFLCAPE;FNEBC;GCVTURB;RLWINHF_ICE;RLWINHF_LIQ;RSWINHF_ICE;RSWINHF_LIQ
SCM_1-057;1;0.205856883024735;1.97764956865964;2.96410457010303;18.2569741884712;-0.312183119938173;8.87068327046775;3.63566072112881;0.00224275145699697;0.000796873520800301;0.00564378033752359;9.35643311209654e-07;3.56095535711424e-05;0.109653714389071;0.0682855690956845;5.58452032260736;0.492664029205684;4.18202831449453e-05;0.000321157980216046;7.49288238920892e-06;0.000116019822712569;-4.11909352820677;-45.6987164055657;0.0871876867995132;5.19847142164875;16.2030108433682;3.94580183737678e-05;0.751489292966047;0.955589696835183;0.742295841179633;0.632026383366901
SCM_1-060;1;0.140453912775669;0.683153526386013;2.63216246245817;16.3247466645204;-0.0393540721841622;4.71411371512804;0.131991291767918;0.00486899510007274;0.000481975835069277;0.00337899721980405;6.07778239168937e-07;1.26720611019021e-05;0.180266759170547;0.167016268320814;2.772378822973;4.27058041173049;4.44439646055922e-05;0.000229187405413824;4.28331039043143e-06;5.42802709497046e-05;-2.80025560463779;-39.1612926208957;0.119325546708967;6.94787199334738;6.80461952812038;5.48666758724954e-05;0.702890595429732;0.581245867213001;0.611239697290196;0.631637367810666
SCM_1-064;1;0.107768188199184;1.07688160862308;1.97892988493162;18.4810239432147;-0.334877544631219;6.56244276720099;8.49448807997008;0.00512403899903099;0.000646754988944236;0.00477018293339992;1.53040720106185e-07;4.66089291308774e-05;0.124625069269518;0.08801377946877;4.63303334024921;1.68125337017902;5.40310967280529e-05;0.000135157806099579;3.12971343887349e-06;8.60995132758748e-05;-2.62201349611084;-43.6309114398124;0.0903422914246563;3.03611015615612;11.3060932722874;8.42032416090369e-05;0.55507987624694;0.710472430069543;0.936519020720928;0.881214117641405
SCM_1-074;0;0.176911370928958;1.59463289463699;2.4821830782205;24.1699334260775;-0.285635827667398;5.14292270138394;1.64023575701285;0.00385314821777438;0.000288290984719254;0.000987899659782803;2.78213599093478e-07;8.79819776709968e-05;0.130040258896183;0.086038400488641;5.4394373992229;3.70561157441318;2.58757066173479e-05;0.000144447739701687;7.31773231595755e-06;5.07445724837249e-05;-3.53036829859639;-40.0062752040297;0.0156413196939509;9.66928247996482;10.6915061459721;4.3043102140259e-05;0.879459364901995;0.922043346868595;0.709707545109947;0.94500439286426
SCM_1-076;0;0.243718900206126;1.15416184438315;2.75630372316033;10.1896281609312;-0.305183432992618;6.61663536364989;5.3980872193041;0.00778358747550092;0.0001978633431807;0.00828685487173071;3.04754289181688e-07;9.06695982711584e-05;0.117995723530092;0.0737018210840241;2.60604306029715;3.2942088441089;6.19281580029056e-05;0.000422782956494329;6.91748752805715e-06;7.69679012543522e-05;-4.12775352355093;-30.8078038044041;0.12465973516906;9.47779748741103;18.5261746425647;6.16099321338581e-05;0.689657955649309;0.951049161892928;0.692333132564478;0.665983296129076
SCM_1-078;0;0.196706443276287;1.14685599583512;1.45094408002333;7.30525835948065;-0.227797396712083;6.23455527334785;2.55462686740793;0.00156199185030768;0.000281598502491601;0.00373829454191999;2.24610152702766e-08;4.11854998453947e-05;0.131336584157345;0.156290595573487;1.4440037517404;3.76235724879002;2.45982062128372e-05;0.000180968963795155;2.24946316367015e-06;4.72391984289978e-05;-1.38618446425224;-34.0193286600988;0.0307237883734051;1.75513880110765;5.26877339940208;8.94167141377926e-05;0.77156659555117;0.593302848577732;0.860661853215424;0.587753312186493
SCM_1-079;0;0.0996902192668524;2.14876885443809;0.952430768545795;22.4444188894471;-0.429544725608841;6.09317527050152;4.11663767991122;0.00922116498084855;0.000140708276216872;0.00367142115736303;1.16792235420411e-07;4.71242005402572e-05;0.0237221140117757;0.0796839117092011;2.69817033258818;1.25396251398294;6.71503564977553e-05;0.000159310818632133;6.78900179716448e-06;6.4580632093898e-05;-4.50270232519445;-38.4108166692895;0.138435064940644;3.46516929873809;14.5908149982803;2.07790486230515e-05;0.769015095951812;0.775745314381008;0.784380022227221;0.93785395108629
SCM_1-082;1;0.0708512295808798;2.34388280945132;1.41600208453407;15.4749929847429;-0.149406025878961;5.45265868083419;4.51528237351061;0.00759564745749502;0.000998503351512598;0.00657854597663623;4.02491179451116e-08;7.8437730770659e-05;0.185472784338328;0.133162668600611;4.06403559238836;4.90621382281603;1.65600371250417e-05;0.000328441215232635;4.65241487448414e-06;7.04783761357656e-05;-4.45488169808872;-36.9882539544293;0.0125976841376706;3.60936056973475;14.1466196623476;9.89520726311952e-05;0.797125215709287;0.556395101139399;0.902143166762932;0.910304708490536
SCM_1-084;1;0.264259859015389;0.863642214574308;1.80404685959026;23.6003586946055;-0.232400487330913;8.37797225612837;6.03381685365457;0.00334557706042736;0.000654874784819433;0.00395822270034036;1.25088633512675e-07;5.76067436757381e-05;0.194285476912547;0.0660561376317614;3.46315563329907;0.733670151414816;5.50225083719473e-05;0.000456471302318045;6.7436626570113e-06;8.32445300009334e-05;-2.67182247287283;-28.7077750330209;0.0968340340745014;2.47039497935462;3.21194546658856;1.40696062468225e-05;0.817538345592717;0.82653274572726;0.655357391315823;0.871894489811578
SCM_1-087;1;0.215460331573555;1.83857729460578;2.86156975189224;27.6807201332646;-0.263127861478133;1.20719122019752;0.927373043036399;0.00146017655328227;0.000756651951539796;0.00312658372104711;5.54724593488891e-07;5.01923592556152e-05;0.0225582291467348;0.0483498515908063;0.976733902693105;0.69024617807637;4.7911822394561e-05;0.000221530184102027;7.17697033490986e-06;3.90823723646812e-05;-4.18442228264486;-30.24914465313;0.0174441610605146;2.44018165492639;5.71740698662276;4.0534068764234e-05;0.649099907537457;0.816052007669738;0.678724502857076;0.845397909231251
